date,window_id,window_start,window_end,n_days,n_assets,prec_num_edges,prec_avg_degree,prec_density,prec_total_weight,prec_avg_weight
2011-11-25,227,2010-11-29,2011-11-25,252,151,1510,20.0,0.13333333333333333,135.19188688761454,0.044765525459475014
2011-11-28,228,2010-11-30,2011-11-28,252,151,1510,20.0,0.13333333333333333,135.3225493021024,0.044808791159636555
2011-11-29,229,2010-12-01,2011-11-29,252,151,1510,20.0,0.13333333333333333,135.29003723868652,0.044798025575724015
2011-11-30,230,2010-12-02,2011-11-30,252,151,1510,20.0,0.13333333333333333,134.98884172804776,0.04469829196292972
2011-12-01,231,2010-12-03,2011-12-01,252,151,1510,20.0,0.13333333333333333,135.0224486366691,0.04470942007836726
2011-12-02,232,2010-12-06,2011-12-02,252,151,1510,20.0,0.13333333333333333,134.98518778476088,0.044697082047934066
2011-12-05,233,2010-12-07,2011-12-05,252,151,1510,20.0,0.13333333333333333,134.96286355078485,0.044689689917478424
2011-12-06,234,2010-12-08,2011-12-06,252,151,1510,20.0,0.13333333333333333,134.9806933020513,0.044695593808626255
2011-12-07,235,2010-12-09,2011-12-07,252,151,1510,20.0,0.13333333333333333,135.07839949472978,0.04472794685255953
2011-12-08,236,2010-12-10,2011-12-08,252,151,1510,20.0,0.13333333333333333,134.94300139802337,0.044683113045703104
2011-12-09,237,2010-12-13,2011-12-09,252,151,1510,20.0,0.13333333333333333,134.7806481954984,0.04462935370711867
2011-12-12,238,2010-12-14,2011-12-12,252,151,1510,20.0,0.13333333333333333,599.4903216364676,0.19850672901869787
2011-12-13,239,2010-12-15,2011-12-13,252,151,1510,20.0,0.13333333333333333,134.72537020599378,0.04461104973708403
2011-12-14,240,2010-12-16,2011-12-14,252,151,1510,20.0,0.13333333333333333,134.91619889524745,0.044674238044783925
2011-12-15,241,2010-12-17,2011-12-15,252,151,1511,20.013245033112582,0.13342163355408387,105.28949656140846,0.034840998200333706
2011-12-16,242,2010-12-20,2011-12-16,252,151,1511,20.013245033112582,0.13342163355408387,105.42192223035963,0.03488481873936453
2011-12-19,243,2010-12-21,2011-12-19,252,151,1510,20.0,0.13333333333333333,134.71707706646959,0.0446083036643939
2011-12-20,244,2010-12-22,2011-12-20,252,151,1510,20.0,0.13333333333333333,134.51136825454188,0.04454018816375559
2011-12-21,245,2010-12-23,2011-12-21,252,151,1510,20.0,0.13333333333333333,134.8853433284072,0.04466402096967126
2011-12-22,246,2010-12-27,2011-12-22,252,151,1510,20.0,0.13333333333333333,134.8677899674134,0.044658208598481255
2011-12-23,247,2010-12-28,2011-12-23,252,151,1510,20.0,0.13333333333333333,134.95774348900682,0.044687994532783715
2011-12-27,248,2010-12-29,2011-12-27,252,151,1510,20.0,0.13333333333333333,135.03993579609454,0.044715210528508124
2011-12-28,249,2010-12-30,2011-12-28,252,151,1510,20.0,0.13333333333333333,135.08467798659132,0.04473002582337461
2011-12-29,250,2010-12-31,2011-12-29,252,151,1510,20.0,0.13333333333333333,135.08228660765332,0.04472923397604414
2011-12-30,251,2011-01-03,2011-12-30,252,151,1510,20.0,0.13333333333333333,135.08629560314856,0.04473056145799621
