date,window_id,window_start,window_end,n_days,n_assets,prec_num_edges,prec_avg_degree,prec_density,prec_total_weight,prec_avg_weight
2011-06-06,106,2010-06-08,2011-06-06,252,150,1500,20.0,0.1342281879194631,140.6559610526692,0.046885320350889735
2011-06-07,107,2010-06-09,2011-06-07,252,150,1500,20.0,0.1342281879194631,140.56779386776515,0.04685593128925505
2011-06-08,108,2010-06-10,2011-06-08,252,150,1500,20.0,0.1342281879194631,140.64613242539585,0.04688204414179862
2011-06-09,109,2010-06-11,2011-06-09,252,150,1500,20.0,0.1342281879194631,140.6153582049326,0.04687178606831086
2011-06-10,110,2010-06-14,2011-06-10,252,150,1500,20.0,0.1342281879194631,140.59677522803986,0.04686559174267995
2011-06-13,111,2010-06-15,2011-06-13,252,150,1500,20.0,0.1342281879194631,140.66432526750532,0.046888108422501774
2011-06-14,112,2010-06-16,2011-06-14,252,150,1500,20.0,0.1342281879194631,140.65471713310848,0.04688490571103616
2011-06-15,113,2010-06-17,2011-06-15,252,150,1500,20.0,0.1342281879194631,130.7786053101309,0.0435928684367103
2011-06-16,114,2010-06-18,2011-06-16,252,150,1500,20.0,0.1342281879194631,140.86194760237163,0.046953982534123875
2011-06-17,115,2010-06-21,2011-06-17,252,150,1500,20.0,0.1342281879194631,140.97184488509146,0.04699061496169715
2011-06-20,116,2010-06-22,2011-06-20,252,150,1500,20.0,0.1342281879194631,141.01681612695202,0.047005605375650676
2011-06-21,117,2010-06-23,2011-06-21,252,150,1500,20.0,0.1342281879194631,140.89167699465784,0.04696389233155261
2011-06-22,118,2010-06-24,2011-06-22,252,150,1500,20.0,0.1342281879194631,140.97362384016148,0.046991207946720494
2011-06-23,119,2010-06-25,2011-06-23,252,150,1500,20.0,0.1342281879194631,141.15346670483058,0.04705115556827686
2011-06-24,120,2010-06-28,2011-06-24,252,150,1500,20.0,0.1342281879194631,130.77586565425554,0.04359195521808518
2011-06-27,121,2010-06-29,2011-06-27,252,150,1500,20.0,0.1342281879194631,130.71144239907835,0.043570480799692786
2011-06-28,122,2010-06-30,2011-06-28,252,151,1510,20.0,0.13333333333333333,141.80160670871302,0.04695417440685862
2011-06-29,123,2010-07-01,2011-06-29,252,151,1510,20.0,0.13333333333333333,141.91399002114423,0.046991387424219946
2011-06-30,124,2010-07-02,2011-06-30,252,151,1510,20.0,0.13333333333333333,130.63783828614058,0.04325756234640416
2011-07-01,125,2010-07-06,2011-07-01,252,151,1510,20.0,0.13333333333333333,141.84182989248484,0.046967493341882396
2011-07-05,126,2010-07-07,2011-07-05,252,151,1510,20.0,0.13333333333333333,130.40703031822525,0.043181135866962005
2011-07-06,127,2010-07-08,2011-07-06,252,151,1510,20.0,0.13333333333333333,130.07893063331224,0.04307249358718948
2011-07-07,128,2010-07-09,2011-07-07,252,151,1510,20.0,0.13333333333333333,130.1023703109746,0.043080255069859144
2011-07-08,129,2010-07-12,2011-07-08,252,151,1510,20.0,0.13333333333333333,130.06436392048624,0.04306767017234644
2011-07-11,130,2010-07-13,2011-07-11,252,151,1510,20.0,0.13333333333333333,130.11726337764588,0.04308518654888936
2011-07-12,131,2010-07-14,2011-07-12,252,151,1510,20.0,0.13333333333333333,141.91854426309695,0.046992895451356605
2011-07-13,132,2010-07-15,2011-07-13,252,151,1510,20.0,0.13333333333333333,130.0008271273853,0.0430466314991342
2011-07-14,133,2010-07-16,2011-07-14,252,151,1510,20.0,0.13333333333333333,141.9323913479828,0.04699748057880225
2011-07-15,134,2010-07-19,2011-07-15,252,151,1510,20.0,0.13333333333333333,141.90306073777452,0.04698776845621673
2011-07-18,135,2010-07-20,2011-07-18,252,151,1510,20.0,0.13333333333333333,129.4749766183327,0.042872508814017454
2011-07-19,136,2010-07-21,2011-07-19,252,151,1510,20.0,0.13333333333333333,141.95308116993078,0.047004331513222114
2011-07-20,137,2010-07-22,2011-07-20,252,151,1510,20.0,0.13333333333333333,129.31797552466688,0.042820521696909565
2011-07-21,138,2010-07-23,2011-07-21,252,151,816,10.80794701986755,0.07205298013245033,55.72526404922105,0.034145382383101136
2011-07-22,139,2010-07-26,2011-07-22,252,151,1510,20.0,0.13333333333333333,142.26139990894268,0.04710642381090817
2011-07-25,140,2010-07-27,2011-07-25,252,151,1510,20.0,0.13333333333333333,129.365689599488,0.042836321059433115
2011-07-26,141,2010-07-28,2011-07-26,252,151,1510,20.0,0.13333333333333333,142.2883724501431,0.04711535511594142
2011-07-27,142,2010-07-29,2011-07-27,252,151,1510,20.0,0.13333333333333333,142.21045594905385,0.047089554950017834
2011-07-28,143,2010-07-30,2011-07-28,252,151,1510,20.0,0.13333333333333333,141.7565472816371,0.04693925406676725
2011-07-29,144,2010-08-02,2011-07-29,252,151,1510,20.0,0.13333333333333333,141.77038806864456,0.0469438371088227
2011-08-01,145,2010-08-03,2011-08-01,252,151,1510,20.0,0.13333333333333333,129.5692244540154,0.04290371670662761
2011-08-02,146,2010-08-04,2011-08-02,252,151,1510,20.0,0.13333333333333333,130.10665010507012,0.04308167222022189
2011-08-03,147,2010-08-05,2011-08-03,252,151,1510,20.0,0.13333333333333333,141.98722385343933,0.047015637037562695
2011-08-04,148,2010-08-06,2011-08-04,252,151,1510,20.0,0.13333333333333333,141.70493109597777,0.046922162614562175
2011-08-05,149,2010-08-09,2011-08-05,252,151,1510,20.0,0.13333333333333333,142.05624350552242,0.047038491226994175
2011-08-08,150,2010-08-10,2011-08-08,252,151,1510,20.0,0.13333333333333333,141.61218584695115,0.046891452267202365
2011-08-09,151,2010-08-11,2011-08-09,252,151,1510,20.0,0.13333333333333333,141.46205786142755,0.046841741013717735
2011-08-10,152,2010-08-12,2011-08-10,252,151,1510,20.0,0.13333333333333333,141.3070085297029,0.04679040017539831
2011-08-11,153,2010-08-13,2011-08-11,252,151,1510,20.0,0.13333333333333333,141.297332323237,0.04678719613352218
2011-08-12,154,2010-08-16,2011-08-12,252,151,1510,20.0,0.13333333333333333,141.4760572793446,0.046846376582564436
2011-08-15,155,2010-08-17,2011-08-15,252,151,1510,20.0,0.13333333333333333,141.3378686520877,0.04680061875896944
2011-08-16,156,2010-08-18,2011-08-16,252,151,1510,20.0,0.13333333333333333,141.37628350154898,0.04681333890779767
2011-08-17,157,2010-08-19,2011-08-17,252,151,1510,20.0,0.13333333333333333,141.36550470158025,0.04680976976873518
2011-08-18,158,2010-08-20,2011-08-18,252,151,1510,20.0,0.13333333333333333,141.46209760052224,0.046841754172358356
2011-08-19,159,2010-08-23,2011-08-19,252,151,1510,20.0,0.13333333333333333,141.40398733377538,0.04682251236217728
2011-08-22,160,2010-08-24,2011-08-22,252,151,1510,20.0,0.13333333333333333,141.4861030018866,0.04684970298075715
2011-08-23,161,2010-08-25,2011-08-23,252,151,1510,20.0,0.13333333333333333,141.56743421057354,0.046876633844560776
2011-08-24,162,2010-08-26,2011-08-24,252,151,1510,20.0,0.13333333333333333,141.57216310880767,0.0468781997049032
2011-08-25,163,2010-08-27,2011-08-25,252,151,1510,20.0,0.13333333333333333,141.53147066761187,0.04686472538662645
2011-08-26,164,2010-08-30,2011-08-26,252,151,1510,20.0,0.13333333333333333,141.88028079264973,0.04698022542802971
2011-08-29,165,2010-08-31,2011-08-29,252,151,1510,20.0,0.13333333333333333,141.8379550684536,0.046966210287567416
2011-08-30,166,2010-09-01,2011-08-30,252,151,1510,20.0,0.13333333333333333,141.83896764430057,0.046966545577582966
2011-08-31,167,2010-09-02,2011-08-31,252,151,1510,20.0,0.13333333333333333,141.7970205028965,0.04695265579566109
2011-09-01,168,2010-09-03,2011-09-01,252,151,1510,20.0,0.13333333333333333,141.6686596844552,0.04691015221339576
2011-09-02,169,2010-09-07,2011-09-02,252,151,1510,20.0,0.13333333333333333,141.65366738557276,0.04690518787601747
2011-09-06,170,2010-09-08,2011-09-06,252,151,1511,20.013245033112582,0.13342163355408387,96.58649259036343,0.03196111601269472
2011-09-07,171,2010-09-09,2011-09-07,252,151,1510,20.0,0.13333333333333333,141.64417736901083,0.04690204548642743
2011-09-08,172,2010-09-10,2011-09-08,252,151,1510,20.0,0.13333333333333333,141.56809026647898,0.04687685108161555
2011-09-09,173,2010-09-13,2011-09-09,252,151,1510,20.0,0.13333333333333333,141.63843294871856,0.046900143360502834
2011-09-12,174,2010-09-14,2011-09-12,252,151,1510,20.0,0.13333333333333333,141.6806568432687,0.046914124782539306
2011-09-13,175,2010-09-15,2011-09-13,252,151,1510,20.0,0.13333333333333333,134.90481565066955,0.04467046875849985
2011-09-14,176,2010-09-16,2011-09-14,252,151,1510,20.0,0.13333333333333333,141.84726165023403,0.046969291937163586
2011-09-15,177,2010-09-17,2011-09-15,252,151,1510,20.0,0.13333333333333333,141.8161524609418,0.046958990881106555
2011-09-16,178,2010-09-20,2011-09-16,252,151,1510,20.0,0.13333333333333333,141.57268003303471,0.0468783708718658
2011-09-19,179,2010-09-21,2011-09-19,252,151,1510,20.0,0.13333333333333333,134.79106004581854,0.04463280133967501
2011-09-20,180,2010-09-22,2011-09-20,252,151,1510,20.0,0.13333333333333333,141.7342416150069,0.046931868084439374
2011-09-21,181,2010-09-23,2011-09-21,252,151,1510,20.0,0.13333333333333333,141.7882925539222,0.04694976574633185
2011-09-22,182,2010-09-24,2011-09-22,252,151,1510,20.0,0.13333333333333333,135.32642747659202,0.04481007532337484
2011-09-23,183,2010-09-27,2011-09-23,252,151,1510,20.0,0.13333333333333333,141.78938433559568,0.04695012726344228
2011-09-26,184,2010-09-28,2011-09-26,252,151,1510,20.0,0.13333333333333333,135.363729835254,0.044822427097766224
2011-09-27,185,2010-09-29,2011-09-27,252,151,1510,20.0,0.13333333333333333,141.91477974767508,0.04699164892307122
2011-09-28,186,2010-09-30,2011-09-28,252,151,1510,20.0,0.13333333333333333,141.79106954854737,0.04695068528097595
2011-09-29,187,2010-10-01,2011-09-29,252,151,1510,20.0,0.13333333333333333,135.0437878490635,0.04471648604273626
2011-09-30,188,2010-10-04,2011-09-30,252,151,1510,20.0,0.13333333333333333,141.89315809485532,0.04698448943538256
2011-10-03,189,2010-10-05,2011-10-03,252,151,1510,20.0,0.13333333333333333,141.75327784865019,0.04693817147306298
2011-10-04,190,2010-10-06,2011-10-04,252,151,1512,20.026490066225165,0.13350993377483444,101.66251375792166,0.033618556136878856
2011-10-05,191,2010-10-07,2011-10-05,252,151,1510,20.0,0.13333333333333333,142.24160436968677,0.047099868996585026
2011-10-06,192,2010-10-08,2011-10-06,252,151,1510,20.0,0.13333333333333333,142.16573942497,0.04707474815396358
2011-10-07,193,2010-10-11,2011-10-07,252,151,1510,20.0,0.13333333333333333,142.41043958467247,0.047155774696911415
2011-10-10,194,2010-10-12,2011-10-10,252,151,1510,20.0,0.13333333333333333,135.18916303189485,0.044764623520494984
2011-10-11,195,2010-10-13,2011-10-11,252,151,1510,20.0,0.13333333333333333,135.215932009646,0.04477348742041258
2011-10-12,196,2010-10-14,2011-10-12,252,151,1510,20.0,0.13333333333333333,135.32000727728126,0.04480794942956333
2011-10-13,197,2010-10-15,2011-10-13,252,151,1510,20.0,0.13333333333333333,142.5030075223712,0.047186426331910995
2011-10-14,198,2010-10-18,2011-10-14,252,151,1510,20.0,0.13333333333333333,135.41076004997794,0.04483800001654899
2011-10-17,199,2010-10-19,2011-10-17,252,151,1510,20.0,0.13333333333333333,142.4520565201796,0.04716955513913232
2011-10-18,200,2010-10-20,2011-10-18,252,151,1510,20.0,0.13333333333333333,142.68605156550916,0.04724703694222158
2011-10-19,201,2010-10-21,2011-10-19,252,151,1510,20.0,0.13333333333333333,135.76554513718924,0.04495547852224809
2011-10-20,202,2010-10-22,2011-10-20,252,151,1510,20.0,0.13333333333333333,135.66940411985556,0.04492364374829654
2011-10-21,203,2010-10-25,2011-10-21,252,151,1510,20.0,0.13333333333333333,135.49573083859815,0.04486613603927091
2011-10-24,204,2010-10-26,2011-10-24,252,151,1510,20.0,0.13333333333333333,143.12833822247995,0.04739348947764237
2011-10-25,205,2010-10-27,2011-10-25,252,151,1511,20.013245033112582,0.13342163355408387,104.02765808819267,0.034423447415020736
2011-10-26,206,2010-10-28,2011-10-26,252,151,1510,20.0,0.13333333333333333,135.74317826022047,0.04494807227159618
2011-10-27,207,2010-10-29,2011-10-27,252,151,1510,20.0,0.13333333333333333,135.56527306410408,0.04488916326625963
2011-10-28,208,2010-11-01,2011-10-28,252,151,1510,20.0,0.13333333333333333,142.96823528812504,0.04734047526096856
2011-10-31,209,2010-11-02,2011-10-31,252,151,1510,20.0,0.13333333333333333,142.95177046260972,0.047335023331989974
2011-11-01,210,2010-11-03,2011-11-01,252,151,1510,20.0,0.13333333333333333,142.96703171186215,0.047340076725782165
2011-11-02,211,2010-11-04,2011-11-02,252,151,1510,20.0,0.13333333333333333,142.8147095249728,0.04728963891555391
2011-11-03,212,2010-11-05,2011-11-03,252,151,1510,20.0,0.13333333333333333,143.0667871333606,0.04737310832230484
2011-11-04,213,2010-11-08,2011-11-04,252,151,1510,20.0,0.13333333333333333,135.37314395978217,0.04482554435754377
2011-11-07,214,2010-11-09,2011-11-07,252,151,1510,20.0,0.13333333333333333,143.0958970350464,0.04738274736259814
2011-11-08,215,2010-11-10,2011-11-08,252,151,1510,20.0,0.13333333333333333,143.0227294022198,0.0473585196696092
2011-11-09,216,2010-11-11,2011-11-09,252,151,1510,20.0,0.13333333333333333,135.09018215056193,0.0447318483942258
2011-11-10,217,2010-11-12,2011-11-10,252,151,1510,20.0,0.13333333333333333,135.22497095327458,0.044776480448104165
2011-11-11,218,2010-11-15,2011-11-11,252,151,1510,20.0,0.13333333333333333,135.15145534866207,0.04475213753266956
2011-11-14,219,2010-11-16,2011-11-14,252,151,1510,20.0,0.13333333333333333,135.15821482125006,0.04475437576862585
2011-11-15,220,2010-11-17,2011-11-15,252,151,1510,20.0,0.13333333333333333,135.16225619023157,0.044755713970275356
2011-11-16,221,2010-11-18,2011-11-16,252,151,1512,20.026490066225165,0.13350993377483444,104.24954113224993,0.0344740546072255
2011-11-17,222,2010-11-19,2011-11-17,252,151,1510,20.0,0.13333333333333333,135.16897587220012,0.04475793903052984
2011-11-18,223,2010-11-22,2011-11-18,252,151,1510,20.0,0.13333333333333333,135.24139330712978,0.044781918313619135
2011-11-21,224,2010-11-23,2011-11-21,252,151,1510,20.0,0.13333333333333333,135.18154889195216,0.044762102282103367
2011-11-22,225,2010-11-24,2011-11-22,252,151,1510,20.0,0.13333333333333333,135.17867351328695,0.044761150169962564
2011-11-23,226,2010-11-26,2011-11-23,252,151,1510,20.0,0.13333333333333333,135.17892353856303,0.04476123295978908
