date,window_id,window_start,window_end,n_days,n_assets,corr_f_edge_mean,corr_f_edge_median,corr_f_edge_q10,corr_f_edge_q05,corr_f_edge_ltm10,corr_f_edge_frac_neg,corr_f_vertex_mean,corr_f_vertex_median,corr_f_vertex_q10,prec_f_edge_mean,prec_f_edge_median,prec_f_edge_q10,prec_f_edge_q05,prec_f_edge_ltm10,prec_f_edge_frac_neg,prec_f_vertex_mean,prec_f_vertex_median,prec_f_vertex_q10
2011-11-04,213,2010-11-08,2011-11-04,252,151,-3362.5517971793315,-3440.062930572635,-5415.508236872277,-6240.0255708325685,-6482.135382062313,0.9968030690537084,-2271.8352972852845,-2594.9041691002526,-3801.8931722035995,-222.47609139726774,-193.26104988211057,-383.35859815056347,-478.7130865112585,-537.9899016654413,1.0,-193.42489999456623,-175.9134858104538,-299.2977702768829
2011-11-07,214,2010-11-09,2011-11-07,252,151,-3347.3481700053185,-3397.9991851358773,-5413.031880132124,-6174.244209838023,-6460.257128274774,0.9968030690537084,-2255.6958292747695,-2564.7361541216405,-3728.1103327424553,-213.48687109809433,-182.16550525860964,-351.38754840784713,-465.9685007103556,-519.0553363175443,1.0,-187.36079656147683,-168.2382534621972,-291.3455964382111
2011-11-08,215,2010-11-10,2011-11-08,252,151,-3383.655691732653,-3472.1597985383833,-5432.418810181273,-6162.992685204295,-6514.59069462137,0.9961612284069098,-2316.258047474811,-2621.56649585771,-3674.461330207788,-208.57358204444478,-184.14129996953233,-329.74153353317075,-423.3969014559496,-489.5291538725421,1.0,-185.24945287107076,-162.3020419174893,-265.97939556989417
2011-11-09,216,2010-11-11,2011-11-09,252,151,-3449.316670332526,-3534.9697952496686,-5613.438315925535,-6249.1871190810825,-6664.556821130523,0.9955214331413947,-2382.3718978718966,-2717.590570039216,-3787.894839011622,-212.42105710004563,-188.77647624809413,-348.38963618507574,-441.82660164919065,-496.6937102461286,1.0,-187.05193746121887,-159.69983719537902,-290.20213527882316
2011-11-10,217,2010-11-12,2011-11-10,252,151,-3436.4113892562186,-3520.197163193365,-5564.957959641224,-6211.734717523676,-6605.312583860491,0.9961612284069098,-2354.2874185866435,-2696.2148572667124,-3634.432009824871,-56.00874242050901,-51.334453134395375,-96.35442112291358,-110.2893068549358,-116.25183945451178,1.0,-46.04657871464423,-45.84793297286157,-70.87331969133824
2011-11-11,218,2010-11-15,2011-11-11,252,151,-3417.2724441540668,-3454.8059621039256,-5525.582191156898,-6130.623192324687,-6538.267262198052,0.9961612284069098,-2322.3377767710062,-2671.7775456676336,-3582.727339933184,-220.08175880973448,-188.29024405386735,-380.4536229408804,-474.94782055156054,-522.5156465490461,1.0,-191.76974136385556,-170.4033609249998,-305.2245243880821
2011-11-14,219,2010-11-16,2011-11-14,252,151,-3419.3188561738207,-3448.6661762168096,-5524.865987371364,-6141.473384842245,-6543.232089212053,0.9961612284069098,-2331.4591664476116,-2672.239344441597,-3582.4600711507337,-223.60829760870882,-185.27191218377249,-394.45854908523495,-495.1785417077334,-530.1932125563178,1.0,-195.3988237190834,-176.95061331625197,-291.4878121712358
2011-11-15,220,2010-11-17,2011-11-15,252,151,-3408.463651626752,-3473.940753485903,-5520.297652476932,-6135.137790392438,-6501.218136289969,0.9955242966751918,-2328.1221499011276,-2687.0535959102103,-3661.3274750093083,-56.33108413680715,-51.700982029748594,-96.47007106172703,-112.69398517150205,-118.43769411357583,1.0,-46.191529095561904,-46.06156319911975,-71.0773500510152
2011-11-16,221,2010-11-18,2011-11-16,252,151,-3401.1657060666957,-3442.622297243836,-5530.118240667603,-6188.094957794544,-6498.223571362109,0.9961612284069098,-2322.2715363870675,-2664.020065685377,-3664.1217832422562,-223.856435756333,-193.21664551876134,-392.19299819334924,-488.7215613463284,-528.8313327604819,1.0,-195.95782502051588,-176.59861450631777,-293.7259790160435
2011-11-17,222,2010-11-19,2011-11-17,252,151,-3405.740741261842,-3444.862571382988,-5527.028289781269,-6166.246571491368,-6492.10743941974,0.9955214331413947,-2384.3758150692483,-2714.9293108202633,-3693.3884176051884,-221.7021269749709,-190.79458338870242,-396.31381015049215,-492.0859874159031,-519.8747199646688,1.0,-194.0011365165835,-173.2747260154607,-309.09961521584387
2011-11-18,223,2010-11-22,2011-11-18,252,151,-3391.5741991873138,-3420.016371672682,-5485.501735100482,-6150.066806567059,-6467.68529897852,0.9955185659411011,-2342.186332682176,-2651.2400483745855,-3650.439450767971,-218.72894806556258,-186.43011941331082,-394.93068989003314,-482.84133157461696,-502.9206311919556,1.0,-191.94026760561238,-174.01625067529605,-282.80561624585357
2011-11-21,224,2010-11-23,2011-11-21,252,151,-3412.9371311192217,-3468.110674326107,-5544.44651631603,-6081.64860093616,-6489.957602474142,0.9948783610755442,-2382.179810758231,-2681.711371917377,-3662.240285558397,-56.24793861420815,-51.296982669031394,-96.92157580174418,-115.73150300390441,-119.95214599292903,1.0,-46.320033646017926,-45.89204918401229,-69.86596411038437
2011-11-22,225,2010-11-24,2011-11-22,252,151,-3404.818231003585,-3457.3372447570664,-5496.198213271974,-6109.980238953728,-6467.834185211443,0.9942381562099872,-2376.209815421126,-2680.286143007023,-3659.5541259843462,-216.10444641311133,-185.88119089804707,-389.4068738898708,-477.1513192103376,-502.79820428407515,1.0,-189.39383537858814,-175.40834436787108,-280.08861112775327
2011-11-23,226,2010-11-26,2011-11-23,252,151,-3422.6472276186823,-3429.1941252544257,-5549.066548097486,-6149.32622457029,-6520.948316815733,0.9948783610755442,-2423.7714178528354,-2717.1249160430166,-3664.146522370189,-56.114486862077584,-51.654994696515615,-95.05518742777014,-114.55482541614967,-118.53060321410074,1.0,-46.333418778222835,-45.67967518087431,-68.11145883666414
2011-11-25,227,2010-11-29,2011-11-25,252,151,-3406.5234956566146,-3413.780694871779,-5505.226258144261,-6077.681542972208,-6481.058743825751,0.9948783610755442,-2414.0945591644404,-2700.4620444540346,-3640.9509592411773,-197.95028596447298,-174.50186227107727,-339.6758351463061,-398.0213406628094,-422.7121644624202,1.0,-178.26122197489124,-170.04654351660625,-264.01371628393633
2011-11-28,228,2010-11-30,2011-11-28,252,151,-3415.316416483939,-3444.5426869245316,-5530.029064469595,-6131.2046780923,-6506.600908934052,0.9948783610755442,-2410.8442476064197,-2707.4137917939834,-3610.1591105270713,-199.82865413397246,-180.68580880757258,-337.5402738060976,-401.8790877388073,-419.3119574942957,1.0,-180.4664882074137,-169.27456001004967,-273.5439537209424
2011-11-29,229,2010-12-01,2011-11-29,252,151,-3428.5525001192336,-3442.949687372033,-5528.429261469901,-6087.405373489874,-6499.0657016118785,0.9948783610755442,-2408.564071217743,-2744.5480223271284,-3641.161314534872,-190.85217364814235,-174.817136889537,-313.45732158622513,-365.3046657235834,-380.80840306410977,1.0,-174.69290716525873,-160.62851831989522,-246.63742301428846
2011-11-30,230,2010-12-02,2011-11-30,252,151,-3470.7327411477286,-3463.423838720339,-5526.923586081326,-6104.367638409751,-6542.803592444727,0.9948750800768738,-2453.8622416960598,-2755.7154266302805,-3611.26575672171,-195.39804402981247,-176.35817187074963,-329.3419477694562,-375.1101391549797,-395.94093704569343,1.0,-177.1337419389179,-162.48218544161327,-277.19509304982586
2011-12-01,231,2010-12-03,2011-12-01,252,151,-3463.041896067462,-3463.0931129728933,-5536.28690074022,-6090.24963073534,-6531.989541535013,0.9948750800768738,-2440.0363325821545,-2748.5844043945053,-3653.69169262729,-201.77603004948412,-186.67314046766495,-338.6355596019138,-390.2014593658929,-405.8457439682765,1.0,-181.4303611274858,-168.65381335755856,-288.5811361679281
2011-12-02,232,2010-12-06,2011-12-02,252,151,-3452.387575221356,-3440.7305333641534,-5476.820431963182,-6084.5499076276465,-6507.745990656428,0.9948717948717949,-2419.3792515403015,-2733.2506095094614,-3606.4636670371956,-54.99869282070109,-50.669548121445985,-94.41254126020311,-110.19548844209531,-116.30585525488806,1.0,-45.91469782093074,-45.163557232246184,-66.84391193279562
2011-12-05,233,2010-12-07,2011-12-05,252,151,-3470.8164767573903,-3449.6726954561655,-5538.067707147034,-6129.982896960251,-6559.78965236973,0.9948717948717949,-2455.4258131376314,-2763.2291451044407,-3642.28691284996,-202.38524111071456,-187.7919222077565,-339.85478240403705,-388.7649360659419,-405.79463818008526,1.0,-181.74868802427426,-159.5963174337429,-267.9434698844495
2011-12-06,234,2010-12-08,2011-12-06,252,151,-3465.850482168057,-3460.3756573442206,-5578.104796082548,-6131.001767897556,-6559.596019929903,0.9948717948717949,-2464.196888098049,-2752.2515319879603,-3707.5455649077576,-204.41673560339282,-190.19111971708213,-337.7980166225196,-382.44910802788195,-399.76199280387016,1.0,-183.52046386741455,-165.22509074117664,-268.4883704134582
2011-12-07,235,2010-12-09,2011-12-07,252,151,-3464.1001406450864,-3472.428553403299,-5545.628106182469,-6074.927613674274,-6529.498075548616,0.9948717948717949,-2449.524019326999,-2760.0409730523606,-3648.2919209533707,-203.1396045894366,-189.28871560211317,-340.73501916983827,-386.7117438014251,-404.0484868972899,1.0,-182.74959808259536,-166.16962128455302,-255.13059266779013
2011-12-08,236,2010-12-10,2011-12-08,252,151,-3487.0895120923087,-3480.2029553725215,-5598.3983837643655,-6159.246550952895,-6596.117028325658,0.9948717948717949,-2449.255565656225,-2765.4458283398353,-3734.1269917065574,-197.170068208751,-186.81169389812771,-315.46840301048246,-364.42870601029483,-383.14972557866815,1.0,-178.67505897987354,-163.87359478852423,-255.56785081796053
2011-12-09,237,2010-12-13,2011-12-09,252,151,-3491.1723154142355,-3477.2887193175893,-5585.448564402055,-6216.18873798096,-6584.7336601556,0.9948717948717949,-2442.5713874888297,-2751.6296660111448,-3708.509867096407,-190.2659900657115,-180.02028182648996,-301.18046321155924,-339.985408075242,-361.6523453180228,1.0,-174.19430389126032,-164.35258207541594,-247.66722036750303
2011-12-12,238,2010-12-14,2011-12-12,252,151,-3523.5235398150785,-3520.336555658117,-5626.872118683637,-6210.443433853872,-6645.3014340120335,0.9948750800768738,-2485.6354826790757,-2769.6083941619045,-3807.7745154230697,-190.96321309045672,-177.97945386270743,-304.71057059662127,-350.44326814111764,-365.74561445918823,1.0,-174.4846420631247,-171.17677657381887,-250.36230783700142
2011-12-13,239,2010-12-15,2011-12-13,252,151,-3512.166458438807,-3512.8461271282795,-5634.827892262668,-6255.686025813047,-6642.506033068613,0.9955128205128205,-2458.103599203114,-2775.8157931586293,-3800.7327051712577,-190.48086084499786,-177.15763279295237,-300.48237949264853,-336.49978083758117,-356.3363799271745,1.0,-174.37363615558044,-168.86177226434555,-242.00343220278924
2011-12-14,240,2010-12-16,2011-12-14,252,151,-3494.289243143682,-3531.7009045440195,-5631.492855130115,-6216.1886858897105,-6617.2236898222955,0.9955099422706863,-2427.047134499767,-2732.6524179944195,-3728.871153071673,-53.748240978018394,-49.49765460396315,-91.91617929862277,-104.72030349045023,-109.87735117474413,1.0,-45.31909168552409,-44.55752941737982,-67.84384100549971
2011-12-15,241,2010-12-17,2011-12-15,252,151,-3494.643508007197,-3536.424334868273,-5630.434780677439,-6261.537652124912,-6669.10774120099,0.9955099422706863,-2427.5612213122745,-2784.2336431035264,-3799.0911477802156,-188.82640497186443,-174.82732684380363,-303.09693361918283,-348.1999852916972,-368.5636274233886,1.0,-173.12767151123526,-166.39393006979748,-240.77437108765744
2011-12-16,242,2010-12-20,2011-12-16,252,151,-3508.4259631806494,-3507.075149743895,-5636.796664010733,-6308.462273538012,-6694.166719894316,0.9955099422706863,-2458.870455366463,-2719.6658410747877,-3835.1483271196166,-190.70634247777676,-178.57953723589512,-304.5469625932609,-346.36890002232616,-369.3631459453684,1.0,-174.6576350682926,-169.2495654929484,-248.5047631101231
2011-12-19,243,2010-12-21,2011-12-19,252,151,-3504.836219520474,-3456.7634506451145,-5619.485807288988,-6297.605576848333,-6682.251356473066,0.9955099422706863,-2461.2718269553,-2758.183715344454,-3841.6609557719867,-189.38722707596568,-178.33008975232738,-294.81596636561244,-340.23084377082773,-360.17455372663443,1.0,-173.99247478048449,-171.2072660514116,-245.4088529861451
2011-12-20,244,2010-12-22,2011-12-20,252,151,-3530.529930353617,-3471.650722243354,-5717.381834751681,-6364.53023293381,-6754.579296908111,0.9955128205128205,-2479.6033911661957,-2763.3224248624238,-3864.6072073638234,-193.13217431659146,-179.09245933350252,-310.498386208898,-353.3297839337689,-375.2692494414742,1.0,-176.25371015736567,-165.00103137618842,-253.81469107736652
2011-12-21,245,2010-12-23,2011-12-21,252,151,-3522.6966691234734,-3461.955417293895,-5718.572887158492,-6418.316047630271,-6772.755707180738,0.9955128205128205,-2453.591022882306,-2739.5315363576447,-3964.5706269325738,-195.8403994681783,-181.85477144223046,-320.30701489662073,-357.851931418279,-379.2276845301319,1.0,-178.03944542755661,-168.49234316601144,-260.5754543579233
2011-12-22,246,2010-12-27,2011-12-22,252,151,-3533.6611947299666,-3456.7916654720166,-5725.760315899414,-6463.094999277007,-6799.460631109451,0.9955156950672646,-2460.8657505331207,-2767.636262875533,-3957.226962890449,-197.04832578964962,-181.02362485852,-323.2669384764529,-368.0332149032495,-390.98028548749454,1.0,-178.3323971189062,-165.71393168079803,-252.84069798828824
2011-12-23,247,2010-12-28,2011-12-23,252,151,-3532.9170886451175,-3467.4099273301363,-5715.513703661747,-6400.047152760951,-6782.986849966808,0.9955128205128205,-2461.1532337455747,-2806.5724687033758,-3940.8944248946254,-196.68975192619737,-179.10637836555662,-319.9714455645688,-369.9422500660611,-386.0483809026643,1.0,-178.3055976079672,-165.0906569635663,-257.81696620626633
2011-12-27,248,2010-12-29,2011-12-27,252,151,-3526.47100279029,-3444.23043132207,-5698.4833399191475,-6420.3312089105475,-6771.363003091411,0.9955128205128205,-2455.3807874596623,-2771.3431019889745,-3946.69494611425,-53.343688167248224,-48.684247912120284,-91.75515896162756,-103.7963696569303,-109.45201383605367,1.0,-45.01923609854035,-43.418728889448744,-66.87783541020808
2011-12-28,249,2010-12-30,2011-12-28,252,151,-3526.874238006969,-3453.5555293683533,-5702.165730125927,-6378.744994459683,-6767.829605629351,0.9955128205128205,-2431.821759193476,-2769.421376061681,-3847.779137667369,-53.19878303087885,-48.68411198804617,-90.8888257873682,-101.92115013392693,-108.48051366344464,0.99933818663137,-44.86720706709348,-42.39006199693482,-67.55869238423078
2011-12-29,250,2010-12-31,2011-12-29,252,151,-3531.5051503484474,-3474.0764066259903,-5727.304131816918,-6436.437249864891,-6798.550078584407,0.9955128205128205,-2454.1659656324177,-2731.981945032348,-3945.7729277085873,-202.4408927546188,-184.62180167809686,-340.7335188774009,-402.83097741878487,-415.9701365266152,1.0,-181.24937680293493,-168.5079287293264,-269.59815600396416
2011-12-30,251,2011-01-03,2011-12-30,252,151,-3528.455860858649,-3464.321891278324,-5724.212444422483,-6437.840765667217,-6787.598481572559,0.9955128205128205,-2452.8455214541564,-2719.4681560749664,-3936.871578339162,-201.16469203409318,-189.27207469323218,-331.05492182553604,-390.22511586857576,-405.85041366714427,1.0,-180.56090055914837,-165.83125136620006,-261.0576814133305
2012-01-03,252,2011-01-04,2012-01-03,252,151,-3554.173046750487,-3463.871212904274,-5769.580780119115,-6473.31700019774,-6846.117601160496,0.9955128205128205,-2498.709584070049,-2765.2121444413206,-4090.9765209267352,-199.6913005723655,-187.38175311598494,-322.9630842985333,-383.26510614111703,-396.1653517341234,1.0,-179.9968918982383,-164.05212623689772,-258.62921272913593
2012-01-04,253,2011-01-05,2012-01-04,252,151,-3548.9700911804007,-3499.8140172533804,-5754.590734958521,-6438.046643217708,-6824.304260651918,0.9948717948717949,-2496.2553058954154,-2745.1602761544955,-4041.0367163851993,-202.79822903163495,-186.6821236984357,-334.86618943624643,-392.1219965548365,-411.295424434521,1.0,-181.9921111673152,-162.31141214325652,-260.0515262798079
2012-01-05,254,2011-01-06,2012-01-05,252,151,-3531.1897408103914,-3442.020854576298,-5762.970467245152,-6365.0630405212105,-6773.363244983279,0.9955099422706863,-2469.598633629848,-2697.8978706302373,-4038.033991876432,-199.99127916918712,-187.58077800825737,-325.6745668658703,-371.91674761914544,-390.83978516903505,1.0,-179.80560114910472,-163.90847527251907,-263.41404207836354
2012-01-06,255,2011-01-07,2012-01-06,252,151,-3521.1429587809807,-3433.719173304856,-5648.820235923388,-6407.167185331982,-6740.641882255445,0.9955099422706863,-2455.735571771343,-2686.1097414377477,-4012.2602786028665,-200.19780678908612,-185.80008318652656,-326.9032378358356,-378.9882218695682,-408.120347567681,1.0,-180.05856320911747,-166.15293769813482,-260.9849227343137
2012-01-09,256,2011-01-10,2012-01-09,252,151,-3526.170851832385,-3432.6698346778358,-5720.387768332394,-6418.032086597759,-6774.910759748914,0.9961489088575096,-2449.9072011752464,-2694.016759928439,-4115.633011151799,-199.29184529126817,-188.3019836891584,-326.40386578555155,-370.3697161462942,-392.89309718263047,1.0,-179.5015596373396,-165.92830913954086,-266.07774426365677
2012-01-10,257,2011-01-11,2012-01-10,252,151,-3536.285031399699,-3435.195216677104,-5746.219959866172,-6457.45746594553,-6811.742158126244,0.9955099422706863,-2451.057782946641,-2699.694959572601,-4044.3031272203407,-202.25622529806088,-189.80502772593576,-331.535731021032,-376.6520175189329,-398.92225329578014,1.0,-182.05106109199457,-173.75184045668684,-266.4477727859316
2012-01-11,258,2011-01-12,2012-01-11,252,151,-3535.1184047912207,-3465.6214373275234,-5701.584193275579,-6343.094720014437,-6738.777515817734,0.9967928159076331,-2495.0061534366982,-2748.7176792120085,-3969.5244406221595,-52.69749812532296,-48.96009441234486,-88.82085698557327,-101.80577742922826,-106.70403156722188,1.0,-44.35993605829057,-43.3950152074214,-66.19673938649481
2012-01-12,259,2011-01-13,2012-01-12,252,151,-3510.9339245650785,-3437.3326387991137,-5640.459309077986,-6263.426743433273,-6642.659508376115,0.9955128205128205,-2417.147612994267,-2669.60098855651,-3883.1768673666443,-52.575568516897484,-48.31430872044652,-89.55855877867663,-102.15389848094382,-107.10597639965964,1.0,-44.348092993279835,-43.81583464661523,-66.76145348407204
2012-01-13,260,2011-01-14,2012-01-13,252,151,-3498.5195898607617,-3453.2188695550353,-5656.970901951605,-6282.403441499613,-6643.509583796712,0.9974342527261065,-2422.4810924307412,-2666.7552283829154,-3847.277215978496,-53.13259229210231,-49.12113159794327,-89.76567395569195,-103.10688330770847,-107.52314695807237,1.0,-44.75412878824377,-44.54173132130425,-65.67485550176082
2012-01-17,261,2011-01-18,2012-01-17,252,151,-3510.4180584002797,-3474.1405364872844,-5655.19401174137,-6297.125057763878,-6648.312089099543,0.9974342527261065,-2450.201774145582,-2683.789043656477,-3775.2568315858566,-208.94690226656508,-194.52962254873034,-348.8909289104426,-407.8375400208664,-423.3007641162666,1.0,-186.93555028615847,-180.83652129855741,-268.9706753907947
2012-01-18,262,2011-01-19,2012-01-18,252,151,-3504.779886154178,-3446.291404274476,-5694.068341904414,-6261.258971864084,-6671.188277555362,0.9967928159076331,-2422.4204582248803,-2657.119359081768,-3907.1164411132604,-205.273961079009,-191.08547515754316,-345.2027832679705,-394.5896751682693,-414.91183052673114,1.0,-184.418708763136,-176.64757991572458,-268.7214652341798
2012-01-19,263,2011-01-20,2012-01-19,252,151,-3444.966220327432,-3403.179168481395,-5553.603990857484,-6216.581035897023,-6537.9623579871195,0.996790757381258,-2377.433259835802,-2611.182190685939,-3871.2365990466615,-205.2584739694533,-185.99788363112827,-343.12530073237855,-397.7062993583505,-423.21092692302926,1.0,-184.70160567875988,-175.42421411917044,-270.5232416229182
2012-01-20,264,2011-01-21,2012-01-20,252,151,-3479.599438794911,-3421.816141727632,-5641.758357392887,-6290.151554213,-6616.198185560996,0.9967969250480462,-2388.969398258549,-2672.272095239884,-3853.169987114147,-207.61517812612337,-185.1210896792096,-352.4347415702221,-408.02609529916816,-431.63091523661944,1.0,-186.21572738654535,-177.99541588802376,-269.19419703380646
2012-01-23,265,2011-01-24,2012-01-23,252,151,-3495.155776341657,-3430.4981514081956,-5646.598589137017,-6380.395978141869,-6643.819476840885,0.9967948717948718,-2396.376797450502,-2650.7903825454073,-3833.0664285850744,-207.30533259718027,-182.85930779750726,-352.9598347865436,-414.02608206295326,-438.64390145827616,1.0,-185.8565549942117,-176.46369315867136,-262.0054437740263
2012-01-24,266,2011-01-25,2012-01-24,252,151,-3486.9694462929883,-3445.0847383212786,-5597.788749544441,-6348.874734290184,-6636.852697978392,0.9967948717948718,-2378.4180450065783,-2683.36284441829,-3923.6294493886357,-200.27934285120807,-183.44319009656692,-332.7523172989524,-386.7078539251244,-405.2617781231037,1.0,-180.99947551159343,-174.08077245383876,-254.82181727830024
2012-01-25,267,2011-01-26,2012-01-25,252,151,-3453.7723286517776,-3418.503649041503,-5578.539649404786,-6247.474644200728,-6536.884525156666,0.9967969250480462,-2358.5670705709294,-2611.775999112626,-3824.599208669936,-195.77435572712452,-177.126320673793,-322.57438189351785,-383.0381258313986,-403.25045894729874,1.0,-178.30603451636506,-171.5302858234605,-245.776435455397
2012-01-26,268,2011-01-27,2012-01-26,252,151,-3436.6078309111786,-3384.720259601565,-5493.566729798094,-6167.854748713123,-6486.040262661204,0.9974358974358974,-2328.896416040865,-2606.5858116467593,-3847.062734028679,-200.27397212243966,-177.0820145816914,-338.24025220814127,-404.4634842057528,-423.76306475924235,1.0,-180.56703172189333,-170.18501764932643,-254.76639954244706
2012-01-27,269,2011-01-28,2012-01-27,252,151,-3456.7537143720256,-3422.892982656326,-5564.076771515787,-6259.567103560199,-6533.57887757205,0.9974375400384369,-2389.6298762396646,-2665.660627507308,-3938.329682316189,-197.74177747066233,-175.69901313186716,-333.1487200267542,-394.0502200212952,-418.79686730603567,1.0,-178.76446428119095,-167.18735850337316,-258.0520098560797
2012-01-30,270,2011-01-31,2012-01-30,252,151,-3473.170300412332,-3425.69217678318,-5564.080797306314,-6322.51920574083,-6585.883368743428,0.9974375400384369,-2408.721080218963,-2692.6781131267294,-3930.6020642689914,-202.1267890627819,-178.72685218533667,-349.129755899073,-423.50377617683836,-442.27774139725204,1.0,-181.66757731123218,-170.6232292633172,-250.27379631085532
2012-01-31,271,2011-02-01,2012-01-31,252,151,-3463.8340755017616,-3424.0654624569634,-5568.747910262626,-6312.1056793613425,-6539.831225038456,0.9974375400384369,-2396.88663002684,-2692.209315541194,-3890.668400297005,-191.6887073270356,-173.14698349160776,-314.87083617399173,-376.1657822424967,-396.42555154826533,1.0,-175.0512749788978,-164.9056234735822,-231.91603892371793
2012-02-01,272,2011-02-02,2012-02-01,252,151,-3470.486078532243,-3404.2513098363597,-5602.016738990912,-6339.330048039422,-6580.0612356841475,0.9974358974358974,-2398.2549666655714,-2698.133920938488,-3946.099936491276,-53.72776232101856,-49.651456368245356,-91.08695944598745,-104.01011238090477,-109.68334641471866,1.0,-45.02471519773796,-43.34927277619893,-67.84187713510973
2012-02-02,273,2011-02-03,2012-02-02,252,151,-3431.4382335585224,-3384.1792232224257,-5471.728262912025,-6229.484793564803,-6471.222333661644,0.9980756895445798,-2372.637603624916,-2639.8459345977503,-3939.637934755024,-200.4402393185718,-173.00501752950663,-352.1337496346319,-419.0089244923471,-442.36552153228286,1.0,-180.38241195843955,-171.79360004274483,-244.06448586337848
2012-02-03,274,2011-02-04,2012-02-03,252,151,-3443.314467707895,-3423.170756841121,-5502.0704643835315,-6219.25981915966,-6472.502738200566,0.9980769230769231,-2396.578529034309,-2717.793348387779,-3787.55457703598,-200.94236059489972,-177.32892940850846,-342.2108016429639,-414.50420025097327,-436.3295064063886,1.0,-180.7401689383389,-169.13571256454497,-246.26966075430838
2012-02-06,275,2011-02-07,2012-02-06,252,151,-3432.331170280629,-3410.462987371316,-5472.903239774198,-6187.8293535529765,-6432.02164216024,0.9974326059050064,-2347.0986797640035,-2685.3717229064923,-3832.851210637789,-200.9624510905317,-183.59988333070197,-322.74742617209375,-396.41006592019744,-409.51086626803,1.0,-181.34807555517997,-172.32770963136633,-264.07827134021585
2012-02-07,276,2011-02-08,2012-02-07,252,151,-3440.0167341494785,-3421.175293130059,-5479.754232653378,-6193.737776776797,-6437.350488145826,0.9974342527261065,-2357.4484200373427,-2694.6247588587535,-3835.4393812501457,-201.6422844344107,-183.32659075790912,-333.2060800355475,-402.1133627593129,-414.0523970462745,1.0,-181.67749612595833,-176.98939825031508,-262.6354023603383
2012-02-08,277,2011-02-09,2012-02-08,252,151,-3416.7862631887174,-3397.0603461134715,-5464.943565328119,-6192.058597131108,-6385.586328052404,0.9974342527261065,-2308.403478759415,-2638.07154468242,-3893.145579443968,-198.29223770233438,-184.4639966242778,-316.3625600355964,-379.4343146446709,-396.44322411730997,1.0,-179.5619909680866,-167.37450572756282,-261.44603643247626
2012-02-09,278,2011-02-10,2012-02-09,252,151,-3392.6609328818317,-3328.0815594984283,-5444.9818471318085,-6136.586067239057,-6371.219770284944,0.9974342527261065,-2298.3040160187707,-2581.706661265835,-3899.528708764755,-52.50765275145596,-48.95793330099928,-87.27470692417351,-99.36051279345753,-105.26135051638158,1.0,-43.82814565034227,-42.47009333564735,-66.15145862701274
2012-02-10,279,2011-02-11,2012-02-10,252,151,-3401.980389907201,-3333.5019061669564,-5458.20482815616,-6139.012117329001,-6378.539742706761,0.9974358974358974,-2289.8997242179025,-2588.079192537803,-3790.711667149289,-196.63574454800283,-181.55569998024833,-316.5333255957578,-360.47132407330133,-386.3030866387299,1.0,-178.57889269954555,-170.49719742410008,-262.7826079370289
2012-02-13,280,2011-02-14,2012-02-13,252,151,-3417.656842059017,-3366.2274015359953,-5458.901332445389,-6213.235086019179,-6418.041603281419,0.9974358974358974,-2312.501561551323,-2592.640863003332,-3799.5911642499773,-198.71274431505185,-183.59482952115144,-320.34302111378855,-369.3599018481871,-391.91118842290183,1.0,-179.45113133221665,-169.61835047785155,-265.99687651563676
2012-02-14,281,2011-02-15,2012-02-14,252,151,-3417.2291095762766,-3349.5476395305045,-5448.753687930315,-6280.0747460756975,-6441.783245004539,0.9974342527261065,-2320.3303302629665,-2600.7737958046982,-3902.3955435522566,-199.32978896131252,-187.45141551459724,-322.2002989539125,-364.090578380432,-381.61779405081705,1.0,-180.51753924928136,-175.57766994933266,-275.61363565106274
2012-02-15,282,2011-02-16,2012-02-15,252,151,-3442.5608948919084,-3386.6294264084117,-5547.353582169963,-6304.257538262381,-6500.719706904245,0.9980769230769231,-2385.080966031168,-2639.4390829385457,-3903.6791832257386,-199.19056042654773,-182.951925793803,-319.5424410189889,-375.9025788132454,-391.73996058312105,1.0,-180.11671071478585,-169.21533411731843,-250.84023519616838
2012-02-16,283,2011-02-17,2012-02-16,252,151,-3434.1672748193814,-3371.0500211033545,-5506.143864820771,-6288.893383918888,-6476.8612957130445,0.9974358974358974,-2361.113405664331,-2628.516649059546,-3955.8918665707843,-195.5936826098827,-186.90662885639188,-309.32828935329445,-345.90442823923644,-359.836117639039,1.0,-178.1033588378577,-172.80904786160337,-248.99987100004634
2012-02-17,284,2011-02-18,2012-02-17,252,151,-3420.5650347201668,-3353.942122324009,-5446.531981024629,-6240.419143580322,-6444.046325542436,0.9974358974358974,-2349.013457529726,-2613.740403738592,-3918.4807671572476,-199.34346597341246,-186.41719538315306,-320.4918883562543,-358.68278854060935,-377.3326339476484,1.0,-180.46964565537561,-167.03624224630963,-255.5521675964175
2012-02-21,285,2011-02-22,2012-02-21,252,151,-3426.283735252378,-3341.4197688592667,-5444.455560102982,-6271.601487885805,-6446.613918369544,0.9974358974358974,-2343.768362776772,-2593.409967724834,-3897.214468794908,-198.7360107151456,-185.97980092541997,-318.8556843705074,-354.26178945519825,-373.8716750776912,1.0,-179.89555837812577,-167.9340972752133,-271.764049276619
