date,window_id,window_start,window_end,n_days,n_assets,corr_num_edges,corr_avg_degree,corr_density,corr_total_weight,corr_avg_weight
2011-11-04,213,2010-11-08,2011-11-04,252,151,1564,20.71523178807947,0.13810154525386314,2152.535969003022,0.6881508852311451
2011-11-07,214,2010-11-09,2011-11-07,252,151,1564,20.71523178807947,0.13810154525386314,2151.4772673058214,0.6878124256092779
2011-11-08,215,2010-11-10,2011-11-08,252,151,1563,20.70198675496689,0.13801324503311257,2147.4030903515095,0.6869491651796256
2011-11-09,216,2010-11-11,2011-11-09,252,151,1563,20.70198675496689,0.13801324503311257,2166.3911439166422,0.6930233985657844
2011-11-10,217,2010-11-12,2011-11-10,252,151,1563,20.70198675496689,0.13801324503311257,2167.4762789610113,0.6933705306977004
2011-11-11,218,2010-11-15,2011-11-11,252,151,1563,20.70198675496689,0.13801324503311257,2170.0008667910715,0.694178140368225
2011-11-14,219,2010-11-16,2011-11-14,252,151,1563,20.70198675496689,0.13801324503311257,2171.211566845906,0.694565440449746
2011-11-15,220,2010-11-17,2011-11-15,252,151,1564,20.71523178807947,0.13810154525386314,2168.4842233773525,0.6932494320260079
2011-11-16,221,2010-11-18,2011-11-16,252,151,1563,20.70198675496689,0.13801324503311257,2168.9512607773286,0.6938423738891006
2011-11-17,222,2010-11-19,2011-11-17,252,151,1563,20.70198675496689,0.13801324503311257,2171.0153432282104,0.6945026689789541
2011-11-18,223,2010-11-22,2011-11-18,252,151,1562,20.688741721854306,0.13792494481236203,2169.11529678817,0.6943390834789276
2011-11-21,224,2010-11-23,2011-11-21,252,151,1562,20.688741721854306,0.13792494481236203,2173.2907334481188,0.6956756509116897
2011-11-22,225,2010-11-24,2011-11-22,252,151,1562,20.688741721854306,0.13792494481236203,2170.5312456702954,0.694792332160786
2011-11-23,226,2010-11-26,2011-11-23,252,151,1562,20.688741721854306,0.13792494481236203,2172.1037451200145,0.6952956930601839
2011-11-25,227,2010-11-29,2011-11-25,252,151,1562,20.688741721854306,0.13792494481236203,2171.0598270578394,0.6949615323488603
2011-11-28,228,2010-11-30,2011-11-28,252,151,1562,20.688741721854306,0.13792494481236203,2181.4430994083723,0.6982852430884674
2011-11-29,229,2010-12-01,2011-11-29,252,151,1562,20.688741721854306,0.13792494481236203,2180.7060718494185,0.6980493187738216
2011-11-30,230,2010-12-02,2011-11-30,252,151,1561,20.67549668874172,0.1378366445916115,2196.529990777343,0.7035650194674384
2011-12-01,231,2010-12-03,2011-12-01,252,151,1561,20.67549668874172,0.1378366445916115,2194.913061710945,0.7030471049682719
2011-12-02,232,2010-12-06,2011-12-02,252,151,1560,20.662251655629138,0.13774834437086092,2191.773625327242,0.7024915465792442
2011-12-05,233,2010-12-07,2011-12-05,252,151,1560,20.662251655629138,0.13774834437086092,2192.50648086613,0.7027264361750417
2011-12-06,234,2010-12-08,2011-12-06,252,151,1560,20.662251655629138,0.13774834437086092,2193.221673955515,0.7029556647293318
2011-12-07,235,2010-12-09,2011-12-07,252,151,1560,20.662251655629138,0.13774834437086092,2194.0168337386276,0.7032105236341755
2011-12-08,236,2010-12-10,2011-12-08,252,151,1560,20.662251655629138,0.13774834437086092,2200.998732669349,0.7054483117529965
2011-12-09,237,2010-12-13,2011-12-09,252,151,1560,20.662251655629138,0.13774834437086092,2205.1264426653966,0.7067712957260887
2011-12-12,238,2010-12-14,2011-12-12,252,151,1561,20.67549668874172,0.1378366445916115,2209.033324864573,0.7075699310905103
2011-12-13,239,2010-12-15,2011-12-13,252,151,1560,20.662251655629138,0.13774834437086092,2209.54980684141,0.708189040654298
2011-12-14,240,2010-12-16,2011-12-14,252,151,1559,20.649006622516556,0.13766004415011038,2207.5029934178315,0.7079868484341987
2011-12-15,241,2010-12-17,2011-12-15,252,151,1559,20.649006622516556,0.13766004415011038,2205.867988677338,0.7074624723147331
2011-12-16,242,2010-12-20,2011-12-16,252,151,1559,20.649006622516556,0.13766004415011038,2207.2080760334006,0.7078922629998078
2011-12-19,243,2010-12-21,2011-12-19,252,151,1559,20.649006622516556,0.13766004415011038,2209.7655087862704,0.708712478764038
2011-12-20,244,2010-12-22,2011-12-20,252,151,1560,20.662251655629138,0.13774834437086092,2220.499711606216,0.7116986255148128
2011-12-21,245,2010-12-23,2011-12-21,252,151,1560,20.662251655629138,0.13774834437086092,2215.617491710338,0.7101338114456212
2011-12-22,246,2010-12-27,2011-12-22,252,151,1561,20.67549668874172,0.1378366445916115,2216.7507923997327,0.710041893785949
2011-12-23,247,2010-12-28,2011-12-23,252,151,1560,20.662251655629138,0.13774834437086092,2216.410400564622,0.7103879488989172
2011-12-27,248,2010-12-29,2011-12-27,252,151,1560,20.662251655629138,0.13774834437086092,2215.9476357290687,0.71023962683624
2011-12-28,249,2010-12-30,2011-12-28,252,151,1560,20.662251655629138,0.13774834437086092,2217.713490082104,0.7108056057955461
2011-12-29,250,2010-12-31,2011-12-29,252,151,1560,20.662251655629138,0.13774834437086092,2219.157897746779,0.7112685569701215
2011-12-30,251,2011-01-03,2011-12-30,252,151,1560,20.662251655629138,0.13774834437086092,2219.5047647893334,0.7113797323042735
