date,window_start,window_end,n_days,n_assets,corr_diff_gamma,corr_diff_tmix_proxy,corr_diff_pi_min,corr_diff_lambda2,corr_ct_mean,corr_ct_median,corr_ct_q10,corr_ct_q90,corr_mfpt_mean,corr_mfpt_median,corr_mfpt_q10,corr_mfpt_q90,prec_diff_gamma,prec_diff_tmix_proxy,prec_diff_pi_min,prec_diff_lambda2,prec_ct_mean,prec_ct_median,prec_ct_q10,prec_ct_q90,prec_mfpt_mean,prec_mfpt_median,prec_mfpt_q10,prec_mfpt_q90
2018-02-14,2017-02-15,2018-02-14,252,166,0.00970148220253364,1357.7921879376938,0.0001902014926620444,0.9902985177974664,3033.7092884750664,1223.9833754785395,225.62454769549134,9072.5620855711,1516.854644237533,318.4022371304932,78.534963253183,5032.582183927337,0.10057796243992478,106.07965947305541,0.002324835906849015,0.8994220375600752,412.93620752295413,398.1607240393871,325.4774503910723,527.570301790657,206.46810376147707,192.93970572115416,150.43981500489136,272.3311869341472
2018-02-15,2017-02-16,2018-02-15,252,166,0.011961651269136397,1101.498438787097,0.00018960454208584058,0.9880383487308636,2818.5930402819977,1182.0748545971767,226.52237567780404,7482.0899169403565,1409.2965201409988,319.90075292026853,78.85891807821679,4870.659786614119,0.10067977006694373,105.59354478764843,0.0024152230792440564,0.8993202299330563,412.35228645774947,397.4423592315678,326.3305812263758,527.266179572929,206.1761432288747,194.54527452038226,151.55281865157883,272.6389398832745
2018-02-16,2017-02-17,2018-02-16,252,166,0.01334931217786861,987.037255608288,0.00018950440841406177,0.9866506878221314,2644.286996930655,1160.2149716067909,225.23163496542983,6823.416849096393,1322.1434984653274,327.285945515276,78.72278549706556,4776.733467681623,0.10097378386826206,105.24998104505126,0.002424042562375165,0.8990262161317379,411.8619685121578,397.0846442005526,326.00380784084,527.8664346499634,205.9309842560789,192.672394768689,150.56192612956096,272.76719853562327
2018-02-20,2017-02-21,2018-02-20,252,166,0.012823965280182703,1026.9931759464414,0.00019067223610588703,0.9871760347198173,2597.6202302528236,1179.7551980214305,226.25280844643194,6684.957445778027,1298.8101151264118,323.71907765907554,78.75341169348728,4653.8469497449805,0.043990087683594026,277.1084525690883,0.0005080884860628582,0.956009912316406,530.1695287276547,453.3426747265739,311.2762623283373,798.409108814628,265.08476436382733,218.50814794216802,135.30386973013674,415.8764995950705
2018-02-21,2017-02-22,2018-02-21,252,166,0.012387048069398943,1064.088296169527,0.00018862631134962737,0.9876129519306011,2559.838795934174,1158.8331705715332,226.3927358143925,6119.590457770377,1279.919397967087,325.3605155136824,79.46236795846633,4628.13559675745,0.09929112627946157,106.92392155483856,0.0024505901364536126,0.9007088737205384,411.86573785488764,398.13929669627834,325.35689205170473,526.6400120556085,205.93286892744382,193.60507914132427,149.971042931661,270.9140112737887
2018-02-22,2017-02-23,2018-02-22,252,166,0.013271617396698354,992.3980587656627,0.00019055738880876478,0.9867283826033016,2540.682888054644,1115.6749045707913,226.25252889058552,6092.60932907046,1270.341444027322,323.80770769336,79.61514791961726,4617.328146223784,-2.220446049250313e-16,,0.00022009028852391417,1.0000000000000002,2029.787228945794,475.2318630452108,2.336072723791007e-24,3097.871122497469,1014.8936144728968,181.99042702933633,0.0,1017.7184840719158
2018-02-23,2017-02-24,2018-02-23,252,166,0.013984224683930568,942.2751554912649,0.00018936819762318724,0.9860157753160694,2433.5784548286024,1077.316990915479,228.69372943640073,5822.2357325675475,1216.7892274143012,302.11198563191505,79.99818807348258,4642.457086451416,0.10095718936608966,105.57472897068784,0.002349958245211018,0.8990428106339103,410.8111077939744,397.66190579223314,326.3721237922657,517.7796167559056,205.40555389698724,194.17220624428802,151.60453907295224,267.56007751021497
2018-02-26,2017-02-27,2018-02-26,252,166,0.012705183260559916,1037.1981557751774,0.0001892157876383758,0.9872948167394401,2516.664834489204,1117.4394765626919,227.3446431447359,6348.716642875895,1258.332417244602,307.9245993336526,80.21092187056607,4638.696152661821,-4.440892098500626e-16,,9.014886678273091e-05,1.0000000000000004,1119.706751453635,500.28555084456707,1.45276829741529e-24,3450.036964730684,559.8533757268175,163.15529119373835,0.0,1017.4752194350121
2018-02-27,2017-02-28,2018-02-27,252,166,0.012987212992291441,1015.058172805224,0.00018827507421375212,0.9870127870077086,2515.149311194853,1058.4176187135906,229.27469548300584,6369.481523777233,1257.5746555974265,316.7458381123413,79.87003400877538,4649.694345040349,0.10066966816093759,107.89089687061195,0.0019185787535759182,0.8993303318390624,413.08484270535325,398.0910317745267,326.17474585653906,521.1347763904153,206.54242135267668,195.29277747484667,151.48724908908693,271.61905062198053
2018-02-28,2017-03-01,2018-02-28,252,166,0.009921832512731266,1328.2483709439769,0.00018905214417966367,0.9900781674872687,2806.6875132468986,1080.8980990522787,225.08747121477393,7899.935833887522,1403.3437566234493,324.38890339940014,78.68481628190425,4883.337891499019,0.09984891834307619,107.71363635537206,0.0021336526796636424,0.9001510816569238,412.90701544519595,398.0165400870674,326.973775763194,520.9118650295213,206.45350772259792,195.3588682143945,151.96370492031582,276.79918255274987
2018-03-01,2017-03-02,2018-03-01,252,166,0.009932584737514016,1328.2958661488879,0.0001862834608956303,0.990067415262486,2776.311160737117,1054.594844114101,228.06456427590075,7813.176774556229,1388.1555803685585,325.1966570943058,78.42362716789242,4877.671051271026,0.09898819580118778,109.51239515926856,0.0019591114924584294,0.9010118041988122,413.55634065158,398.37523969034845,326.565510964242,521.4239707721617,206.77817032579,195.3621271198519,151.24938521765878,276.8393859584126
