label_name,label_readable,model_name,model_readable,probe,probe_readable,corr_probe_vs_p_hat
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_mean,Precision graph: Mean First Passage Time Mean,-0.01708921888244217
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_mean,Precision graph: Ct Mean,-0.017089218882442185
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_lambda2,Precision graph: Diff Lambda2,-0.019424944639212398
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_pi_min,Precision graph: Diff Pi Min,-0.07176700118718708
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_tmix_proxy,Precision graph: Diff Tmix Proxy,-0.0731069485485239
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_median,Precision graph: Ct Median,-0.1511070134365388
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_median,Precision graph: Mean First Passage Time Median,-0.18435978724058688
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q10,Correlation graph: Mean First Passage Time Q10,-0.18519569492536023
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_q10,Precision graph: Mean First Passage Time Q10,-0.23523078455773125
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_q10,Precision graph: Ct Q10,-0.24777120345477013
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_median,Correlation graph: Ct Median,-0.3619186537506043
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_median,Correlation graph: Mean First Passage Time Median,-0.42643080184669263
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q90,Correlation graph: Mean First Passage Time Q90,-0.5763627924898037
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q90,Correlation graph: Ct Q90,-0.6357719820821838
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_tmix_proxy,Correlation graph: Diff Tmix Proxy,-0.6904815541918932
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_lambda2,Correlation graph: Diff Lambda2,-0.7146731050663248
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_mean,Correlation graph: Mean First Passage Time Mean,-0.8161194810099561
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_mean,Correlation graph: Ct Mean,-0.8161194810099565
