label_name,label_readable,model_name,model_readable,probe,probe_readable,corr_probe_vs_p_hat
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_tmix_proxy,Precision graph: Diff Tmix Proxy,-0.11207756306836858
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_median,Precision graph: Mean First Passage Time Median,-0.1453633931655802
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_lambda2,Precision graph: Diff Lambda2,-0.15399906656557028
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_tmix_proxy,Correlation graph: Diff Tmix Proxy,-0.37035504186498214
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q90,Correlation graph: Mean First Passage Time Q90,-0.37384412313032783
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_median,Correlation graph: Mean First Passage Time Median,-0.3784181006331577
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_lambda2,Correlation graph: Diff Lambda2,-0.4850855529678401
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q90,Correlation graph: Ct Q90,-0.5228508195416391
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_median,Correlation graph: Ct Median,-0.5385351592006516
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_mean,Correlation graph: Ct Mean,-0.5540039237425158
y_dd_h20_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 20 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_mean,Correlation graph: Mean First Passage Time Mean,-0.5540039237425158
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_gamma,Correlation graph: Diff Gamma,0.47210607596551707
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q10,Correlation graph: Mean First Passage Time Q10,0.24630593872685438
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_gamma,Precision graph: Diff Gamma,0.10663891345962333
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q10,Correlation graph: Ct Q10,0.047472951988069785
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_q10,Precision graph: Mean First Passage Time Q10,0.011676092656278485
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_mean,Precision graph: Mean First Passage Time Mean,0.0005146022441089618
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_mean,Precision graph: Ct Mean,0.0005146022441089561
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_q90,Precision graph: Ct Q90,-0.03187500890376877
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_q90,Precision graph: Mean First Passage Time Q90,-0.032244136994103
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_q10,Precision graph: Ct Q10,-0.03785254294641939
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_pi_min,Precision graph: Diff Pi Min,-0.038403768512695856
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_pi_min,Correlation graph: Diff Pi Min,-0.03979827957105825
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_median,Precision graph: Ct Median,-0.09238829260318088
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_median,Correlation graph: Mean First Passage Time Median,-0.1022711147062458
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_lambda2,Precision graph: Diff Lambda2,-0.10663891345962324
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_tmix_proxy,Precision graph: Diff Tmix Proxy,-0.10872106848256352
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_median,Precision graph: Mean First Passage Time Median,-0.12271856273170094
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_tmix_proxy,Correlation graph: Diff Tmix Proxy,-0.16189110749071428
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q90,Correlation graph: Mean First Passage Time Q90,-0.2015044175976008
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q90,Correlation graph: Ct Q90,-0.23204897036006888
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_mean,Correlation graph: Mean First Passage Time Mean,-0.28510613710128296
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_mean,Correlation graph: Ct Mean,-0.285106137101283
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_median,Correlation graph: Ct Median,-0.30711437195467883
y_dd_h5_thr3,"Drawdown event (drawdown threshold = 3%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_lambda2,Correlation graph: Diff Lambda2,-0.4721060759655168
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_gamma,Correlation graph: Diff Gamma,0.7331219771170929
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q10,Correlation graph: Mean First Passage Time Q10,0.458779683401186
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_gamma,Precision graph: Diff Gamma,0.21863242218913329
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q10,Correlation graph: Ct Q10,0.18740229345737233
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_q10,Precision graph: Mean First Passage Time Q10,0.024734732544446657
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_pi_min,Precision graph: Diff Pi Min,-0.008318378857328525
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_mean,Precision graph: Mean First Passage Time Mean,-0.017954749709687405
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_mean,Precision graph: Ct Mean,-0.01795474970968741
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_q10,Precision graph: Ct Q10,-0.03296450884284398
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_q90,Precision graph: Ct Q90,-0.03563822428601092
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_q90,Precision graph: Mean First Passage Time Q90,-0.04368986425646503
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_median,Precision graph: Ct Median,-0.13244382621004944
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_tmix_proxy,Precision graph: Diff Tmix Proxy,-0.18962580494573306
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_median,Precision graph: Mean First Passage Time Median,-0.20208739776719795
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_lambda2,Precision graph: Diff Lambda2,-0.2186324221891333
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_pi_min,Correlation graph: Diff Pi Min,-0.2842599357779304
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_median,Correlation graph: Mean First Passage Time Median,-0.35429901877682074
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_tmix_proxy,Correlation graph: Diff Tmix Proxy,-0.41639385434869575
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q90,Correlation graph: Mean First Passage Time Q90,-0.4344532285945142
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q90,Correlation graph: Ct Q90,-0.4812921699528399
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_median,Correlation graph: Ct Median,-0.5348777995508692
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_mean,Correlation graph: Mean First Passage Time Mean,-0.5422931348690343
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_mean,Correlation graph: Ct Mean,-0.5422931348690344
y_dd_h5_thr5,"Drawdown event (drawdown threshold = 5%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_lambda2,Correlation graph: Diff Lambda2,-0.7331219771170926
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_gamma,Correlation graph: Diff Gamma,0.6171018269804593
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q10,Correlation graph: Ct Q10,0.39643057815035837
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q10,Correlation graph: Mean First Passage Time Q10,0.309482317656319
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_gamma,Precision graph: Diff Gamma,0.16717850590216538
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_mean,Precision graph: Ct Mean,-0.017785530333836074
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_mean,Precision graph: Mean First Passage Time Mean,-0.017785530333836074
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_q90,Precision graph: Ct Q90,-0.02256478066875282
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_q10,Precision graph: Mean First Passage Time Q10,-0.02698799738330087
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_q90,Precision graph: Mean First Passage Time Q90,-0.03732692901699734
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_pi_min,Precision graph: Diff Pi Min,-0.05177959403587093
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_pi_min,Correlation graph: Diff Pi Min,-0.10005204242531361
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_q10,Precision graph: Ct Q10,-0.10340081964771872
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_median,Precision graph: Ct Median,-0.11934644189594318
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_lambda2,Precision graph: Diff Lambda2,-0.16717850590216526
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_tmix_proxy,Precision graph: Diff Tmix Proxy,-0.17687253273699205
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_median,Precision graph: Mean First Passage Time Median,-0.21139543055510995
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q90,Correlation graph: Mean First Passage Time Q90,-0.396346395767614
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_median,Correlation graph: Mean First Passage Time Median,-0.4482855007189972
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_tmix_proxy,Correlation graph: Diff Tmix Proxy,-0.45168165127571475
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q90,Correlation graph: Ct Q90,-0.5517747397402688
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_median,Correlation graph: Ct Median,-0.6008070811729168
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_mean,Correlation graph: Ct Mean,-0.6035528386648888
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_mean,Correlation graph: Mean First Passage Time Mean,-0.6035528386648888
y_dd_h5_thr7,"Drawdown event (drawdown threshold = 7%), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_lambda2,Correlation graph: Diff Lambda2,-0.6171018269804591
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_gamma,Correlation graph: Diff Gamma,0.6566685274987101
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_pi_min,Correlation graph: Diff Pi Min,0.2596118690225071
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_q90,Precision graph: Mean First Passage Time Q90,0.1723807512524088
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_q90,Precision graph: Ct Q90,0.08757547291882857
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q10,Correlation graph: Ct Q10,0.07877873734844615
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_tmix_proxy,Precision graph: Diff Tmix Proxy,0.07182760980178544
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_lambda2,Precision graph: Diff Lambda2,0.0668108908274251
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_mean,Precision graph: Mean First Passage Time Mean,-0.024266899771117047
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_mean,Precision graph: Ct Mean,-0.024266899771117054
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_gamma,Precision graph: Diff Gamma,-0.0668108908274252
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_median,Correlation graph: Mean First Passage Time Median,-0.11561836685364842
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_pi_min,Precision graph: Diff Pi Min,-0.17561845288669944
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_median,Precision graph: Ct Median,-0.24593510062218207
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_median,Precision graph: Mean First Passage Time Median,-0.2532795929072446
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_median,Correlation graph: Ct Median,-0.2629122440120514
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_q10,Precision graph: Ct Q10,-0.27669617641998956
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_q10,Precision graph: Mean First Passage Time Q10,-0.2787643581214868
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q90,Correlation graph: Mean First Passage Time Q90,-0.33657723355806024
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_q10,Correlation graph: Mean First Passage Time Q10,-0.3457118100652728
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_tmix_proxy,Correlation graph: Diff Tmix Proxy,-0.5809100490558884
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q90,Correlation graph: Ct Q90,-0.5935699795921177
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_mfpt_mean,Correlation graph: Mean First Passage Time Mean,-0.644263882837812
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_mean,Correlation graph: Ct Mean,-0.6442638828378122
y_vol_top3_h10,"High volatility event (top 3% of rolling volatility), prediction horizon = 10 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_lambda2,Correlation graph: Diff Lambda2,-0.6566685274987096
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_ct_q10,Correlation graph: Ct Q10,0.5324187901074311
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_ct_median,Precision graph: Ct Median,0.5126364093627669
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_diff_tmix_proxy,Correlation graph: Diff Tmix Proxy,0.45659537271929884
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_mfpt_median,Correlation graph: Mean First Passage Time Median,0.41836910549190237
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_mfpt_q90,Precision graph: Mean First Passage Time Q90,0.3391019113775193
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_mfpt_median,Precision graph: Mean First Passage Time Median,0.3321710633213805
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_diff_lambda2,Precision graph: Diff Lambda2,0.32076824666640197
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_ct_q90,Precision graph: Ct Q90,0.25939662637026356
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_ct_mean,Precision graph: Ct Mean,0.2572633284287107
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_mfpt_mean,Precision graph: Mean First Passage Time Mean,0.2572633284287107
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_mfpt_q90,Correlation graph: Mean First Passage Time Q90,0.2332086376257319
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_ct_q90,Correlation graph: Ct Q90,0.17113465589622726
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_diff_lambda2,Correlation graph: Diff Lambda2,0.09934004707289004
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_diff_tmix_proxy,Precision graph: Diff Tmix Proxy,0.082137101558152
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_diff_pi_min,Precision graph: Diff Pi Min,-0.026550240726348456
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_diff_gamma,Correlation graph: Diff Gamma,-0.09934004707288994
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_ct_mean,Correlation graph: Ct Mean,-0.14668209763158177
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_mfpt_mean,Correlation graph: Mean First Passage Time Mean,-0.14668209763158183
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_diff_pi_min,Correlation graph: Diff Pi Min,-0.277236184173713
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_diff_gamma,Precision graph: Diff Gamma,-0.3207682466664022
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_ct_median,Correlation graph: Ct Median,-0.3210993246924468
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_ct_q10,Precision graph: Ct Q10,-0.3699718645482751
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),corr_mfpt_q10,Correlation graph: Mean First Passage Time Q10,-0.44434112315886376
y_vol_top3_h20,"High volatility event (top 3% of rolling volatility), prediction horizon = 20 days",logit_full,Logistic Regression (Baseline + Ricci curvature),prec_mfpt_q10,Precision graph: Mean First Passage Time Q10,-0.45677310855197256
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_gamma,Correlation graph: Diff Gamma,0.7146731050663246
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_ct_q10,Correlation graph: Ct Q10,0.24644546305065076
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),corr_diff_pi_min,Correlation graph: Diff Pi Min,0.24528991192799837
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_mfpt_q90,Precision graph: Mean First Passage Time Q90,0.14293828613651652
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_ct_q90,Precision graph: Ct Q90,0.06449801576481463
y_vol_top3_h5,"High volatility event (top 3% of rolling volatility), prediction horizon = 5 days",logit_baseline,Logistic Regression (Baseline features),prec_diff_gamma,Precision graph: Diff Gamma,0.019424944639212207
